enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
151028,333319,Other Commercial and Service Industry Machinery Manufacturing,|333298|333319|333220|332410|333295|,|All Other Industrial Machinery Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|
68058,511120,Periodical Publishers,|511130|511120|,|Book Publishers|Periodical Publishers|
128495,339993,"Fastener, Button, Needle, and Pin Manufacturing",|339993|,"|Fastener, Button, Needle, and Pin Manufacturing|"
42858,323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",|323118|425110|423830|323116|334119|334418|333293|323114|511210|334611|425120|,"|Blankbook, Looseleaf Binders, and Devices Manufacturing|Business to Business Electronic Markets|Industrial Machinery and Equipment Merchant Wholesalers|Manifold Business Forms Printing|Other Computer Peripheral Equipment Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Printing Machinery and Equipment Manufacturing|Quick Printing|Software Publishers|Software Reproducing|Wholesale Trade Agents and Brokers|"
128932,334613,Magnetic and Optical Recording Media Manufacturing,|334613|,|Magnetic and Optical Recording Media Manufacturing|
155797,316219,Other Footwear Manufacturing,|316213|316219|,|Men's Footwear (except Athletic) Manufacturing|Other Footwear Manufacturing|
159038,522120,Savings Institutions,|522298|522291|522210|522220|522120|,|All Other Nondepository Credit Intermediation|Consumer Lending|Credit Card Issuing|Sales Financing|Savings Institutions|
123287,447110,Gasoline Stations with Convenience Stores,|447110|447190|,|Gasoline Stations with Convenience Stores|Other Gasoline Stations|
78172,311930,Flavoring Syrup and Concentrate Manufacturing,|311930|311942|,|Flavoring Syrup and Concentrate Manufacturing|Spice and Extract Manufacturing|
91082,561621,Security Systems Services (except Locksmiths),|561621|,|Security Systems Services (except Locksmiths)|
156165,324191,Petroleum Lubricating Oil and Grease Manufacturing,|324191|,|Petroleum Lubricating Oil and Grease Manufacturing|
160984,425120,Wholesale Trade Agents and Brokers,|425110|423830|333512|425120|,|Business to Business Electronic Markets|Industrial Machinery and Equipment Merchant Wholesalers|Machine Tool (Metal Cutting Types) Manufacturing|Wholesale Trade Agents and Brokers|
50456,325110,Petrochemical Manufacturing,|325181|325199|325998|332991|325182|541512|325131|331491|337214|551112|424690|325510|325110|325132|,"|Alkalies and Chlorine Manufacturing|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Ball and Roller Bearing Manufacturing|Carbon Black Manufacturing|Computer Systems Design Services|Inorganic Dye and Pigment Manufacturing|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|Office Furniture (except Wood) Manufacturing|Offices of Other Holding Companies|Other Chemical and Allied Products Merchant Wholesalers|Paint and Coating Manufacturing|Petrochemical Manufacturing|Synthetic Organic Dye and Pigment Manufacturing|"
143921,335312,Motor and Generator Manufacturing,|327999|327420|335312|327112|,"|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|Gypsum Product Manufacturing|Motor and Generator Manufacturing|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
146451,511120,Periodical Publishers,|511199|511130|511140|511120|,|All Other Publishers|Book Publishers|Database and Directory Publishers|Periodical Publishers|
141941,335314,Relay and Industrial Control Manufacturing,|339111|334519|335314|334514|334518|,"|Laboratory Apparatus and Furniture Manufacturing|Other Measuring and Controlling Device Manufacturing|Relay and Industrial Control Manufacturing|Totalizing Fluid Meter and Counting Device Manufacturing|Watch, Clock, and Part Manufacturing|"
348358,611710,Educational Support Services,|611699|611710|515120|,|All Other Miscellaneous Schools and Instruction|Educational Support Services|Television Broadcasting|
144848,511120,Periodical Publishers,|511120|,|Periodical Publishers|
130787,325611,Soap and Other Detergent Manufacturing,|311999|311423|311823|325611|,|All Other Miscellaneous Food Manufacturing|Dried and Dehydrated Food Manufacturing|Dry Pasta Manufacturing|Soap and Other Detergent Manufacturing|
39670,311711,Seafood Canning,|311712|311711|,|Fresh and Frozen Seafood Processing|Seafood Canning|
549995,315999,Other Apparel Accessories and Other Apparel Manufacturing,|448150|315211|315223|315222|315999|448190|325611|325620|315233|315231|315212|,"|Clothing Accessories Stores|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|Other Apparel Accessories and Other Apparel Manufacturing|Other Clothing Stores|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|Women's and Girls' Cut and Sew Dress Manufacturing|Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|"
155353,213112,Support Activities for Oil and Gas Operations,|541360|213112|,|Geophysical Surveying and Mapping Services|Support Activities for Oil and Gas Operations|
325875,517110,Wired Telecommunications Carriers,|812990|518111|517310|517110|,|All Other Personal Services|Internet Service Providers|Telecommunications Resellers|Wired Telecommunications Carriers|
157055,213111,Drilling Oil and Gas Wells,|213111|541330|,|Drilling Oil and Gas Wells|Engineering Services|
108244,453210,Office Supplies and Stationery Stores,|443120|453210|,|Computer and Software Stores|Office Supplies and Stationery Stores|
156579,813920,Professional Organizations,|813920|,|Professional Organizations|
206231,441120,Used Car Dealers,|441120|,|Used Car Dealers|
206915,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
183872,551112,Offices of Other Holding Companies,|336411|551112|336413|488119|488190|541710|,"|Aircraft Manufacturing|Offices of Other Holding Companies|Other Aircraft Parts and Auxiliary Equipment Manufacturing|Other Airport Operations|Other Support Activities for Air Transportation|Research and Development in the Physical, Engineering, and Life Sciences|"
188990,481111,Scheduled Passenger Air Transportation,|481111|,|Scheduled Passenger Air Transportation|
451919,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
208375,523930,Investment Advice,|523930|523920|321114|,|Investment Advice|Portfolio Management|Wood Preservation|
187014,713290,Other Gambling Industries,|713990|713290|611620|,|All Other Amusement and Recreation Industries|Other Gambling Industries|Sports and Recreation Instruction|
191158,551112,Offices of Other Holding Companies,|721199|721110|533110|551112|,|All Other Traveler Accommodation|Hotels (except Casino Hotels) and Motels|Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)|Offices of Other Holding Companies|
187164,236220,Commercial and Institutional Building Construction,|236220|236210|236117|236115|236118|,|Commercial and Institutional Building Construction|Industrial Building Construction|New Housing Operative Builders|New Single-Family Housing Construction (except Operative Builders)|Residential Remodelers|
188292,335228,Other Major Household Appliance Manufacturing,|335228|,|Other Major Household Appliance Manufacturing|
176890,334310,Audio and Video Equipment Manufacturing,|334310|512220|334612|,"|Audio and Video Equipment Manufacturing|Integrated Record Production/Distribution|Prerecorded Compact Disc (except Software), Tape, and Record Reproducing|"
195259,441110,New Car Dealers,|423110|425110|441110|425120|,|Automobile and Other Motor Vehicle Merchant Wholesalers|Business to Business Electronic Markets|New Car Dealers|Wholesale Trade Agents and Brokers|
193778,221122,Electric Power Distribution,|221121|221122|221210|221119|,|Electric Bulk Power Transmission and Control|Electric Power Distribution|Natural Gas Distribution|Other Electric Power Generation|
173140,722110,Full-Service Restaurants,|722110|533110|,|Full-Service Restaurants|Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)|
283367,334611,Software Reproducing,|511210|334611|,|Software Publishers|Software Reproducing|
181692,332311,Prefabricated Metal Building and Component Manufacturing,|444110|332311|,|Home Centers|Prefabricated Metal Building and Component Manufacturing|
190852,331319,Other Aluminum Rolling and Drawing,|331422|335921|331491|331319|335929|,"|Copper Wire (except Mechanical) Drawing|Fiber Optic Cable Manufacturing|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|Other Aluminum Rolling and Drawing|Other Communication and Energy Wire Manufacturing|"
349299,334413,Semiconductor and Related Device Manufacturing,|334413|,|Semiconductor and Related Device Manufacturing|
181828,483114,Coastal and Great Lakes Passenger Transportation,|483114|483112|,|Coastal and Great Lakes Passenger Transportation|Deep Sea Passenger Transportation|
199920,333319,Other Commercial and Service Industry Machinery Manufacturing,|333298|333319|333220|332410|333295|,|All Other Industrial Machinery Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|
212191,336412,Aircraft Engine and Engine Parts Manufacturing,|336412|336411|336413|541710|,"|Aircraft Engine and Engine Parts Manufacturing|Aircraft Manufacturing|Other Aircraft Parts and Auxiliary Equipment Manufacturing|Research and Development in the Physical, Engineering, and Life Sciences|"
148889,311520,Ice Cream and Frozen Dessert Manufacturing,|722110|311520|,|Full-Service Restaurants|Ice Cream and Frozen Dessert Manufacturing|
204925,541511,Custom Computer Programming Services,|541511|333512|,|Custom Computer Programming Services|Machine Tool (Metal Cutting Types) Manufacturing|
188021,339920,Sporting and Athletic Goods Manufacturing,|451110|339920|,|Sporting Goods Stores|Sporting and Athletic Goods Manufacturing|
246857,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
209983,515210,Cable and Other Subscription Programming,|517510|515210|,|Cable and Other Program Distribution|Cable and Other Subscription Programming|
99669,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,|333411|333414|333412|,|Air Purification Equipment Manufacturing|Heating Equipment (except Warm Air Furnaces) Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|
176051,325412,Pharmaceutical Preparation Manufacturing,|524114|524113|525190|325412|,|Direct Health and Medical Insurance Carriers|Direct Life Insurance Carriers|Other Insurance Funds|Pharmaceutical Preparation Manufacturing|
149989,333411,Air Purification Equipment Manufacturing,|333411|333415|333412|,|Air Purification Equipment Manufacturing|Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|
181272,813920,Professional Organizations,|813920|,|Professional Organizations|
179306,325510,Paint and Coating Manufacturing,|325520|325510|,|Adhesive Manufacturing|Paint and Coating Manufacturing|
349440,561499,All Other Business Support Services,|541870|561499|561990|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Other Business Service Centers (including Copy Shops)|
203071,813910,Business Associations,|813910|541720|,|Business Associations|Research and Development in the Social Sciences and Humanities|
181986,551112,Offices of Other Holding Companies,|488999|561599|488320|551112|488310|,|All Other Support Activities for Transportation|All Other Travel Arrangement and Reservation Services|Marine Cargo Handling|Offices of Other Holding Companies|Port and Harbor Operations|
146405,541720,Research and Development in the Social Sciences and Humanities,|541720|541380|541940|,|Research and Development in the Social Sciences and Humanities|Testing Laboratories|Veterinary Services|
290975,512110,Motion Picture and Video Production,|512120|512110|,|Motion Picture and Video Distribution|Motion Picture and Video Production|
291707,334611,Software Reproducing,|541511|511210|334611|,|Custom Computer Programming Services|Software Publishers|Software Reproducing|
200579,311711,Seafood Canning,|311111|311711|,|Dog and Cat Food Manufacturing|Seafood Canning|
243832,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
